06/24/2019 02:11:50 AM;13.288;13.628;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.366
06/24/2019 02:11:52 AM;13.288;13.628;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.366
06/24/2019 02:13:10 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:12 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:14 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:16 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:18 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:20 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:22 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:13:24 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:13:26 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:28 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:30 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:32 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:34 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:13:36 AM;13.288;13.63;13.45;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.368
06/24/2019 02:17:50 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:17:52 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:17:54 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:17:56 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:17:58 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:18:00 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:18:02 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
06/24/2019 02:21:04 AM;13.288;13.63;13.452;55.537;55.537;55.537;55.537;55.537;55.537;55.537;40.37
